Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Roll,Pitch,Yaw,Quat_w,Quat_x,Quat_y,Quat_z
0.0,-0.06221998418713438,-0.08834791398750048,-9.859304632216373,-0.009997721326257258,-0.023100416212565266,-0.011577196518904955,-1.7402885215885817,0.0021761772463317897,0.013216080334218727,0.7644094824790955,0.004349798429757357,-0.005092018283903599,-0.6446963548660278
0.02,-0.043796088905273735,-0.1498898422414368,-9.854715258877475,-0.002937767705828934,-0.01709458356338007,-0.011859618687069976,-1.7402017334715716,0.0021881250474763297,0.01324962324163429,0.7643814605010221,0.0043585450276816895,-0.005107587910867379,-0.6447294115979183
0.04,0.0034812453792623195,-0.15661177920548175,-9.915652602048626,-0.007833089495482523,-0.01898473375306839,-0.011413019239148666,-1.7401087887678122,0.0021722159627697315,0.0133029738238042,0.7643513710378066,0.004383825937696371,-0.005118909915934055,-0.6447648578059885
0.06,0.020961728908253967,-0.16467596812147323,-9.882537576961385,-0.013968398968562154,-0.02489652826617544,-0.009864013916505123,-1.7400142460483499,0.00215951647014563,0.013337572003470377,0.764320805100431,0.00440090134547543,-0.005125416778089723,-0.6448009467796355
0.08,-0.014600563042339927,-0.14702904478249607,-9.854166355048559,-0.01133671396217289,-0.01985155564721222,-0.011633611189301245,-1.739914835571971,0.002156593798882271,0.013315048005410746,0.7642887877628067,0.004392981760909401,-0.005117256109027294,-0.6448389936981117
0.1,-0.03886167346327393,-0.0806612452423131,-9.898368948477286,-0.006929171623455153,-0.015986328737603292,-0.010771304272391178,-1.739815425095592,0.002153671127618912,0.013292524007351115,0.7642567704251825,0.0043850621763433725,-0.005109095439964865,-0.6448770406165879
0.12,0.007844678432008055,-0.1014951296452514,-9.884820924978536,-0.010089231260058422,-0.02290945232503311,-0.010590401400238234,-1.739708572943723,0.0021459535765368954,0.013318977003239732,0.7642222198991091,0.004397385131475385,-0.00511491184005398,-0.6449178048617454
0.14,0.02453325096513323,-0.1704175874749111,-9.860473769433845,-0.006674064910910729,-0.020564101275524594,-0.011330530526793104,-1.7396015951747976,0.00213815508686937,0.013346256741145373,0.7641876266122789,0.0044100497849590215,-0.005120964176026678,-0.6449586149759521
0.16,-0.006840379950525403,-0.16485082018389874,-9.894392776720872,-0.009840729021544738,-0.019418830484034224,-0.01184041515890674,-1.7394952659196252,0.0021336867322698703,0.013356813802363511,0.7641532949398987,0.004415252941154093,-0.005122894386685536,-0.6449992187992255
0.18,-0.012866599207957553,-0.11920151570040709,-9.875936215090903,-0.015425830337242668,-0.022906175979923244,-0.011414515635719416,-1.7393910864840463,0.002140257757458984,0.013311935280560397,0.7641198305180092,0.004395721274082968,-0.005111159774162702,-0.6450391387691674
0.2,-0.04237494581426842,-0.11742026815046261,-9.856948679920594,-0.0087861036559124,-0.020627619974591112,-0.010473370916469372,-1.7392869070484671,0.002146828782648098,0.013267056758757284,0.7640863660961197,0.004376189607011843,-0.0050994251616398685,-0.6450790587391093
0.22,-0.035213289841823536,-0.13617519387425067,-9.884072687358037,-0.005088178129626461,-0.017089397125927816,-0.011136274739593556,-1.7391859782709267,0.002143815642926484,0.013285009706813644,0.764053768735416,0.00438376170962134,-0.005104287444590832,-0.6451175813861638
0.24,-0.00821246154636355,-0.14142036769388683,-9.885619049686927,-0.009999039496019296,-0.02107821113254148,-0.010803595333491118,-1.7390863114445494,0.0021370817956081673,0.013327354715043812,0.7640215079800576,0.004401855876770555,-0.0051155928757603665,-0.6451555615728235
0.26,0.005530700547645922,-0.14826885418180852,-9.860340415188407,-0.013301761486963732,-0.019848435666879,-0.012106932177920951,-1.7389841276213471,0.0021375215126100437,0.013348827188270311,0.7639884849593576,0.0044096553334726,-0.0051229115556094065,-0.6451945285471412
0.28,-0.026504846154573682,-0.1341767568514334,-9.856996922612376,-0.00806662748618407,-0.020164067196369706,-0.010603513549510477,-1.7388789759468006,0.002146419751411128,0.013345688354696888,0.7639545631333046,0.004405316050094097,-0.005125529361325694,-0.645234659066462
0.3,-0.0072663049638753245,-0.11495087321923343,-9.900853876013466,-0.009256453813481403,-0.020748206858547617,-0.010845976326672654,-1.7387738242722541,0.0021553179902122116,0.013342549521123464,0.7639206413072516,0.004400976766715593,-0.005128147167041982,-0.6452747895857828
0.32,-0.01852671838003162,-0.11921794474276931,-9.858672231652116,-0.009246818373030556,-0.01947302502931357,-0.010629577859497981,-1.7386617875207024,0.0021560696276241155,0.013355319590624682,0.7638844773765981,0.004405324032539562,-0.005132801742089596,-0.6453175567842678
0.34,-0.006945666625403601,-0.15559322701753228,-9.86443289525308,-0.00741370833781693,-0.021647419441898127,-0.01280893707356144,-1.7385494131060508,0.002156421733313025,0.013368869876458175,0.7638482034869727,0.004410097310611332,-0.005137556205903261,-0.645360453292746
0.36,-0.0061477726751118815,-0.15180641148171287,-9.88043360931372,-0.007486972958597703,-0.0202876007258084,-0.010077171103789771,-1.7384387769821021,0.0021538993087556746,0.013376798298740175,0.7638124963526348,0.004413655741838469,-0.005139394971118702,-0.6454027073643621
0.38,-0.01675446486131525,-0.11558162894391957,-9.87193821388299,-0.01293341811932181,-0.020807673563990485,-0.011648411114839505,-1.7383359957832505,0.0021383875609884044,0.013359322847534534,0.763779350251572,0.004411724567125291,-0.005128058383065787,-0.645442058415544
0.4,-0.04531209385320863,-0.12991805827646832,-9.860935496836383,-0.00706940296531131,-0.017878606588247355,-0.01128210551361026,-1.7382332145843986,0.0021228758132211343,0.013341847396328892,0.763746204150509,0.004409793392412112,-0.005116721795012873,-0.6454814094667259
0.42,-0.003193549041758059,-0.1513228614012845,-9.883790487482376,-0.005257713521865369,-0.020833252773868566,-0.010738674231001683,-1.7381141041156596,0.0021287112571672807,0.013362392470811746,0.7637076913937009,0.004415449181556577,-0.005125844222054905,-0.6455267946852846
0.44,0.024411587647592395,-0.15932835914092522,-9.887428733632028,-0.01086035812285629,-0.021523568070794575,-0.012848532437830924,-1.7379938285200995,0.002136069866924562,0.013385650387603209,0.7636687957150237,0.004421646316097355,-0.0051364264416888855,-0.6455726104540332
0.46,-0.003827123472976427,-0.1418990502474166,-9.860072226962215,-0.012400624959510644,-0.020221718799183757,-0.01145058355221805,-1.7378683018605026,0.002140169544682376,0.01339691390544463,0.7636282411982825,0.0044243017327212746,-0.005141904576685198,-0.6456204844361818
0.48,-0.013189028014884831,-0.11107651696669008,-9.861104767292613,-0.008403851482315792,-0.01999351610293199,-0.01196341099973503,-1.7377359700967945,0.002140045817166169,0.013392633310124878,0.7635855369142469,0.004422367268325399,-0.005140768085177707,-0.6456710257551543
0.5,-0.026290361852777555,-0.12182495749568048,-9.872755676037661,-0.009210853649097565,-0.020662141636162038,-0.012722064914047928,-1.7376036383330862,0.0021399220896499618,0.013388352714805126,0.7635428326302112,0.004420432803929524,-0.005139631593670217,-0.6457215670741268
0.52,-0.015863925873479665,-0.15027749960965095,-9.875211798950968,-0.009683529380989283,-0.019320659896763674,-0.01132977686032949,-1.7374770086404063,0.002137741335945184,0.013392528948392969,0.7635019586394282,0.004422405776502641,-0.005140427933019356,-0.6457699255811211
0.54,-0.025397285303772717,-0.13544443058857664,-9.866978057095261,-0.008041454797332008,-0.020569091800172797,-0.0114908166664851,-1.7373531275192,0.002134569033121721,0.013400781630446458,0.7634619669056,0.004426262252409087,-0.005142155955563928,-0.6458172319064248
0.56,-0.003202630030457773,-0.14678832776792045,-9.893309826871036,-0.010285508526094576,-0.021170013275629222,-0.011515341271400704,-1.7372332109170345,0.0021298929039288705,0.01340100515585808,0.7634232390897865,0.004427549762569119,-0.0051407082946012,-0.6458630232901653
0.58,-0.006358846459948853,-0.12256737877694858,-9.8678796566853,-0.01139828169652101,-0.01950609581511481,-0.01091970590243741,-1.7371186427369625,0.0021231880045130018,0.013390396769925038,0.7633862163905241,0.0044253715526723835,-0.0051349764075679,-0.6459067709084851
0.6,-0.014026942444921649,-0.12750222430804606,-9.870188589643588,-0.007690660805657735,-0.01994345760169292,-0.011106879720704678,-1.7370040745568904,0.0021164831050971326,0.013379788383991995,0.7633491936912615,0.004423193342775648,-0.0051292445205346,-0.645950518526805
0.62,-0.008664942198597333,-0.16013603929211112,-9.8808479421279,-0.007346914977054386,-0.020738688944017186,-0.010991011811968158,-1.736881932384347,0.0021224953734423854,0.013386026336089641,0.7633097708549829,0.004423318484701213,-0.005133824360090821,-0.6459971284475413
0.64,-0.008049034593658907,-0.1418127409753059,-9.887428381195923,-0.011455560442754904,-0.02093738632887101,-0.011046230314666925,-1.7367591082717793,0.0021296526582004005,0.013393781082956566,0.7632701319174205,0.004423651013655906,-0.0051393326372056805,-0.6460439960815757
0.66,-0.025290262725294436,-0.13267248697774228,-9.86667198053665,-0.01185515789139538,-0.020179686977287423,-0.010845898831930784,-1.736636209978149,0.002136303409077284,0.013399802284106232,0.7632304422891316,0.004423484681369218,-0.005144087579765807,-0.6460908728058055
0.68,-0.02619420012314216,-0.12586981635060066,-9.87635757952219,-0.008361712153825874,-0.022316287580753092,-0.01089441092808942,-1.7365132052665244,0.002142227501184949,0.013403336591004181,0.7631906799414013,0.004422602697259076,-0.0051477618104905695,-0.6461377625705652
0.7,-0.011424785161917785,-0.13397981909463605,-9.876827468150166,-0.007881618739269021,-0.01969511349726305,-0.011055176313669677,-1.7363902005548997,0.002148151593292614,0.013406870897902129,0.7631509175936709,0.004421720713148935,-0.005151436041215331,-0.6461846523353248
0.72,-0.016580150419925038,-0.12771929901806314,-9.878452134402508,-0.01090890229121517,-0.01992131972804301,-0.011054959108738688,-1.7362807847401251,0.0021486227898106797,0.013407081219191371,0.7631155560680866,0.004421367078401654,-0.005151925657334818,-0.6462263919495894
0.74,-0.0047534452513999246,-0.1414450013144001,-9.873263055731536,-0.008505702434718656,-0.02107748849640725,-0.010545725464097159,-1.736178652306897,0.0021461713414996377,0.013405509949545726,0.7630825532966499,0.0044212966285252266,-0.005150708382637146,-0.6462653711844433
0.76,-0.02187496520812296,-0.1423222857977763,-9.873799620928866,-0.009878084650740838,-0.02163316509321204,-0.012083786823349105,-1.7360727043808215,0.0021458055653640613,0.013399017635979688,0.7630483342169614,0.004418665106492734,-0.005148704750147287,-0.6463058145634872
0.78,-0.008385203775770053,-0.13202347813240664,-9.879624830560754,-0.010948876648839482,-0.01973395823772214,-0.011284756892372084,-1.7359609635546263,0.002148606376371743,0.013385053911233584,0.7630122684683103,0.004412145217794686,-0.005145507224147203,-0.6463484808902326
0.8,-0.016040899464137885,-0.1266939905158941,-9.866511106206467,-0.009334387499327636,-0.02116046925814703,-0.010829568216099096,-1.7358492227284308,0.0021514071873794255,0.013371090186487482,0.762976202719659,0.004405625329096639,-0.0051423096981471185,-0.6463911472169779
0.82,-0.01509698247923687,-0.1562533275312282,-9.875791245366614,-0.0067499968701639915,-0.020377348447067553,-0.011048798434238935,-1.7357359700005128,0.0021557277198765022,0.013377280373202339,0.7629395860238908,0.004406298487554389,-0.005146208298666214,-0.646434316661232
0.84,0.006932900813287365,-0.16265195113515662,-9.884862305494602,-0.010894894617202574,-0.021226844518350628,-0.011592449817598282,-1.7356225240860996,0.002160242438056165,0.01338604576930992,0.7629028989296693,0.004407890753086405,-0.0051510136220167336,-0.6464775503924081
0.86,-0.02466758247502178,-0.13764811846449243,-9.8758468807364,-0.009776504545340582,-0.021091232229519287,-0.011373326131660906,-1.7355094983196107,0.0021635256591316667,0.013394812407295363,0.7628663478179256,0.004409882581025011,-0.005155348822516796,-0.6465206294081546
0.88,-0.019005356250648364,-0.12510577633100398,-9.878804719341122,-0.00847235864264183,-0.020116412967577175,-0.010957993791695844,-1.7353993348108565,0.002158419306185075,0.01340358750557374,0.7628307230868113,0.004414596427858501,-0.005156481311098121,-0.6465626544250371
0.9,-0.020267582254811428,-0.14444536846598416,-9.886526671789026,-0.009304703119808414,-0.020383332645700823,-0.010732179764644861,-1.7352891713021026,0.0021533129532384835,0.01341236260385212,0.7627950983556969,0.004419310274691992,-0.005157613799679447,-0.6466046794419196
0.92,-0.014059452308417895,-0.13660311138540582,-9.88133325409405,-0.01007215147924315,-0.019338975613303167,-0.011491249733075743,-1.73517179690929,0.0021503796542266516,0.013424344110337433,0.7627570917662561,0.00442452509938006,-0.005160628604594909,-0.6466494000338683
0.94,0.0007674642162697545,-0.14869987317011876,-9.874139038189366,-0.008800813399457284,-0.02046850582724363,-0.011874460363448663,-1.7350533857920967,0.002147758779874089,0.013436786609058378,0.7627187427318974,0.004429811950736685,-0.005163914034196637,-0.6466945081744682
0.96,-0.014012299831410427,-0.14606548647501977,-9.879902009642484,-0.009507672538330235,-0.020633614601063176,-0.011498330782414516,-1.734932160100141,0.0021489419127001586,0.013440367468572436,0.7626795266736293,0.004430482066006033,-0.005165790822326814,-0.6467407157003515
0.98,-0.013839368758462976,-0.12597325235498508,-9.873629335858078,-0.010620251309810005,-0.02108871885358552,-0.011065691602043883,-1.7348059534566713,0.0021568569950811012,0.013428265889722724,0.7626387762435923,0.0044229819457873125,-0.005165174738366568,-0.6467888688078075
1.0,-0.013495686735043269,-0.12184656967302997,-9.876218349776583,-0.009455722766722035,-0.02054124548919722,-0.012221109149364119,-1.7346797468132016,0.0021647720774620434,0.013416164310873011,0.7625980258135554,0.004415481825568593,-0.005164558654406323,-0.6468370219152636
1.02,-0.0028346665834261178,-0.1335229989243442,-9.880393715485432,-0.007607207416439078,-0.02099244192618658,-0.012358337643746739,-1.734538494724605,0.0021702049555487276,0.013422539177720514,0.7625523409513644,0.004415789879697458,-0.005169004202425823,-0.6468908516062096
1.04,-0.014748682748646505,-0.15132810980562242,-9.879828714555309,-0.009553588175725552,-0.020163067751714298,-0.011994720338993976,-1.7343947311115024,0.0021752234811944367,0.013431998303342726,0.7625058323882344,0.0044174013463246274,-0.005174294684752696,-0.6469456288848425
1.06,-0.016629846062817095,-0.15315504357461063,-9.877722999796381,-0.011060091826740911,-0.01994331444235385,-0.011213764938705538,-1.7342498151654349,0.0021803988635994385,0.013437041593576685,0.7624589591171268,0.004417275225662196,-0.0051782189428021845,-0.6470008547708026
1.08,-0.01352797596976161,-0.132768250516057,-9.871132674217224,-0.009161892944388092,-0.02021335163488984,-0.011093515380099415,-1.7341026742575931,0.0021858771101106026,0.013433558645962513,0.762411381656055,0.004413794115238954,-0.005179505250810816,-0.6470569468423055
