timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1032001027,1032000139,-0.29535887,0.011971399,-0.010388487,0.955255,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032051149,1032050261,-0.2953465,0.011989181,-0.010391293,0.9552585,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032101374,1032100298,-0.29533395,0.0120042255,-0.010391877,0.9552622,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032151354,1032150473,-0.29532275,0.012003785,-0.010391712,0.9552656,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032201736,1032200596,-0.29531294,0.012001812,-0.010393005,0.95526874,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032251728,1032250729,-0.29529613,0.011999739,-0.010393349,0.9552739,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032301908,1032300972,-0.2952816,0.011995942,-0.010395838,0.9552784,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032352133,1032351164,-0.2952788,0.011990595,-0.010399352,0.95527935,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032402181,1032401223,-0.29526642,0.011993705,-0.010401017,0.9552831,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032452127,1032451405,-0.2952565,0.011997928,-0.010404466,0.9552861,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032502304,1032501567,-0.29525444,0.011995016,-0.010409453,0.95528674,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032552511,1032551694,-0.29524434,0.011993674,-0.010428472,0.95528966,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032602577,1032601833,-0.2952443,0.011996164,-0.010435885,0.9552895,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032652636,1032651901,-0.29524028,0.011991996,-0.010443133,0.95529073,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032703014,1032702216,-0.2952332,0.011994575,-0.01044256,0.95529294,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032752937,1032752226,-0.2952301,0.011988933,-0.010433201,0.955294,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032803158,1032802407,-0.29522592,0.011996654,-0.01042555,0.9552953,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032853562,1032852687,-0.29523268,0.012000283,-0.010422089,0.9552932,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032903484,1032902758,-0.2952326,0.012006532,-0.010428676,0.9552931,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1032948950,1032947950,-0.29523313,0.012006199,-0.010426124,0.95529294,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033003974,1033003174,-0.29522702,0.012008893,-0.010427518,0.9552948,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033054018,1033053182,-0.29522398,0.012022968,-0.010438213,0.9552954,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033099301,1033098381,-0.29521012,0.01203015,-0.010442115,0.9552996,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033154570,1033153556,-0.29520732,0.012031451,-0.010444027,0.9553004,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033204519,1033203658,-0.2951913,0.012028536,-0.0104420595,0.95530546,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033249903,1033248888,-0.29518092,0.01202067,-0.010441115,0.9553088,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033299860,1033299006,-0.295176,0.012026574,-0.010435451,0.9553102,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033355004,1033354150,-0.29517135,0.012025311,-0.010436713,0.95531166,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033400187,1033399271,-0.2951613,0.0120363375,-0.010442394,0.9553146,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033450453,1033449425,-0.29515758,0.0120292585,-0.010449243,0.95531577,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033505533,1033504561,-0.29516432,0.012026112,-0.010446684,0.9553137,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033550617,1033549727,-0.2951557,0.012025061,-0.010444723,0.9553164,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033600896,1033599830,-0.29515854,0.01201869,-0.010450563,0.9553156,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033651113,1033650070,-0.29516023,0.012029616,-0.010435995,0.95531505,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033701023,1033700205,-0.29514918,0.01203948,-0.010439088,0.95531833,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033751141,1033750338,-0.29513958,0.012042558,-0.010439474,0.95532125,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033801350,1033800535,-0.2951494,0.012039358,-0.010437573,0.9553183,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033856282,1033855572,-0.29513896,0.012047774,-0.010438322,0.9553214,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033901596,1033900743,-0.29513732,0.01205563,-0.010455553,0.9553216,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1033951710,1033950942,-0.29512948,0.012038639,-0.010450466,0.9553243,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034001827,1034001109,-0.295107,0.012026507,-0.010454585,0.9553314,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034052022,1034051236,-0.29509437,0.01202895,-0.010459026,0.95533514,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034102233,1034101416,-0.2950881,0.012029495,-0.010455963,0.95533717,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034152245,1034151531,-0.29509073,0.012029198,-0.010450478,0.95533645,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034202574,1034201690,-0.29508582,0.0120200515,-0.010450036,0.95533806,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034252839,1034251938,-0.29508224,0.012026238,-0.010453723,0.955339,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034303083,1034301972,-0.2950647,0.012032194,-0.010459363,0.95534426,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034353062,1034352172,-0.29505786,0.012022473,-0.010441576,0.95534676,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034403309,1034402436,-0.29504701,0.01201663,-0.010453509,0.95535,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034453492,1034452491,-0.295043,0.012022214,-0.010467832,0.955351,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034503477,1034502653,-0.2950293,0.012010236,-0.01046747,0.9553554,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034553687,1034552705,-0.29500303,0.01202352,-0.0104666315,0.95536333,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034603810,1034602906,-0.2950025,0.012022529,-0.010474186,0.95536345,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034654021,1034653109,-0.29499152,0.012025786,-0.010481507,0.9553668,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034699262,1034698197,-0.29497766,0.0120366635,-0.010481088,0.95537084,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034754293,1034753440,-0.2949682,0.012022352,-0.010489247,0.9553739,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034804377,1034803507,-0.2949536,0.012013609,-0.010493283,0.9553784,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034849591,1034848688,-0.29494062,0.0120223295,-0.010492495,0.95538235,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034904716,1034903792,-0.29492268,0.012023709,-0.010494847,0.95538783,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1034954731,1034954013,-0.2949033,0.012021377,-0.0104875,0.95539397,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1035000058,1034999204,-0.2948909,0.012021308,-0.010490059,0.9553977,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1035049978,1035049166,-0.2948745,0.0120262625,-0.010489769,0.9554028,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
1035105156,1035104415,-0.29485777,0.01202845,-0.010491532,0.9554078,-0.30295298,-3.2596295e-09,-2.3283067e-09,0.95300555,1
