Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z
1.7,-0.0174413059707947,-0.131931649144287,-9.87854659371153,-0.00802109385014452,-0.0203975638427649,-0.0106038574791749
1.72,-0.00799602819782035,-0.138425033188788,-9.88069092530325,-0.0106095856939866,-0.0192459051869256,-0.0114852220394138
1.74,-0.00687309368314962,-0.152480029932734,-9.87170412911018,-0.00809945543123694,-0.0189942084534665,-0.0110845540123678
1.76,-0.0102723243462714,-0.136464112657266,-9.88320588499237,-0.00900596354793837,-0.0211117625360393,-0.0127855749455703
1.78,-0.0182686117799086,-0.136290374500176,-9.87608783410582,-0.00975073923049992,-0.0208585893615684,-0.0110911279881366
1.8,-0.0168472673509504,-0.124454214509491,-9.87507820891572,-0.00832025244735278,-0.0206261692012285,-0.0109478474774218
1.82,-0.00561739731675348,-0.135380799974837,-9.88555873770182,-0.00903133081733251,-0.0200526596198543,-0.0104265698998487
1.84,-0.0084095870372235,-0.14259339618435,-9.88694914882838,-0.0095351829985557,-0.0218087321780868,-0.0120096460550538
1.86,-0.00831374135313637,-0.139052991254396,-9.88645425830704,-0.00939259969599664,-0.0189760231876753,-0.0108491798515888
1.88,-0.0209987458909194,-0.131285727765563,-9.87787220060682,-0.00928379829617874,-0.0211861280241995,-0.0104351714298093
1.9,-0.0302134277295329,-0.127316516370117,-9.87444343110045,-0.00986387337968795,-0.0200534637377945,-0.0112733844909334
1.92,-0.0200169208326352,-0.13021454019363,-9.87010267598599,-0.0087299306956954,-0.0198844823516289,-0.0113731341242888
1.94,-0.00303363017007706,-0.136905530105131,-9.88547922884727,-0.00846704244399762,-0.0211072789453128,-0.0105113662719222
1.96,0.00011394720178904,-0.153854389316761,-9.88669136381641,-0.00846500621763672,-0.0203831924389956,-0.0103702920191374
1.98,-0.0219142305459875,-0.131434386488388,-9.88323855480616,-0.0114293860398513,-0.0215126564380203,-0.0116385786888313
2,-0.031630592702757,-0.122935561144419,-9.88763029249839,-0.0103754705859726,-0.0202362949543971,-0.0112143610020859
2.02,-0.0129131002498643,-0.126571420101733,-9.88211238193183,-0.00798838280483727,-0.0212587607991601,-0.00989930141058902
2.04,-0.00755823133537273,-0.153368956440519,-9.88318095660761,-0.0097896168606983,-0.0198339922377567,-0.0111865341773491
2.06,-0.0191292491614143,-0.130606529630117,-9.89431904135524,-0.0100736071463728,-0.0215913485073068,-0.0110644577835451
2.08,-0.0034282697069071,-0.121982307945569,-9.88044224367393,-0.0101473673226687,-0.0199490542240679,-0.00975061191992522
2.1,-0.0267686956196314,-0.126890515219675,-9.87893297140449,-0.0103965894401186,-0.0207371834887942,-0.01231640954282
2.12,-0.022323779128378,-0.130146676651321,-9.87508179492542,-0.00717762112047876,-0.0201966325878702,-0.0106547231794497
2.14,-0.00794439997633894,-0.148399449466054,-9.86920997026131,-0.00950900049454673,-0.0206636216009208,-0.0103155846865324
2.16,-0.0162873306968763,-0.1567614157583,-9.87886372095907,-0.0107279687753503,-0.0214520505871489,-0.0120098032064778
2.18,-0.0201095222337501,-0.128540402971708,-9.87065268794269,-0.0105328536697878,-0.0214601571290181,-0.0114503988391547
2.2,-0.0196818594073035,-0.128793283236756,-9.87973044065336,-0.0094843530870153,-0.0208178789076283,-0.0117953695428061
2.22,-0.0119188097910651,-0.135450607469053,-9.87864659764752,-0.00788543436114995,-0.019689463390094,-0.0117501547331745
2.24,-0.020939090211302,-0.135373327019471,-9.8932376986039,-0.00923590275221654,-0.0193104584069636,-0.0114265783669286
2.26,-0.0103567889809739,-0.143730075018236,-9.87809805538708,-0.00917984172478675,-0.0211704205145119,-0.0119776271957571
2.28,-0.00206868579594552,-0.129924530096884,-9.88230639483247,-0.00929216211911158,-0.0206632735332408,-0.0114028773033559
2.3,-0.00197929851312921,-0.131831830647432,-9.87265077082417,-0.0085767661169749,-0.019010683731618,-0.0108966595512414
2.32,-0.0244183259175078,-0.136337493379259,-9.8846303532486,-0.00913320980375053,-0.0195389655689829,-0.0123068682775527
2.34,-0.0187440486699462,-0.145407921622674,-9.88729628271017,-0.0086493208035767,-0.0197883576038294,-0.0115139412664576
2.36,0.000253017767584433,-0.138366681129012,-9.88279578799293,-0.0101247527477121,-0.0203621393226261,-0.011523733104616
2.38,-0.015459385275178,-0.153980038805648,-9.87862281178178,-0.0094024118515378,-0.0206651417264823,-0.0121758034921786
2.4,-0.00754365925999416,-0.133571317130455,-9.88178148702107,-0.00921269334176987,-0.0197819359244908,-0.0107599877572323
2.42,0.00272120076485995,-0.116252080842097,-9.87758772140561,-0.00950425088090628,-0.0200912777936798,-0.0122941076931674
2.44,-0.0116144038102808,-0.12700645774753,-9.87031836706586,-0.0087012636793209,-0.0200756180419963,-0.0107540476630176
2.46,-0.0223942139969365,-0.137655036298007,-9.87567229442378,-0.00873316779617899,-0.0204354200110352,-0.0112393057442604
2.48,-0.0105480921032617,-0.13620444574802,-9.87960628125307,-0.0097173023968935,-0.0215718191411855,-0.0114585548143485
2.5,-0.010308549803831,-0.127329714435154,-9.87716421773507,-0.0081676359379295,-0.0207462813088316,-0.0112653594001759
2.52,-0.00683326661205023,-0.133131297997405,-9.87282585983641,-0.00833660857699978,-0.020547721783023,-0.0111199159485598
2.54,-0.00327144258617405,-0.135782871919056,-9.89189541990279,-0.00959106420891153,-0.0200589144597225,-0.0114564936380345
2.56,-0.0248474883542943,-0.129078707107588,-9.8744398767445,-0.0096184429973825,-0.0209553726731446,-0.0121038634509271
2.58,-0.0194069230537392,-0.141500747798799,-9.88567484346542,-0.00908523683168045,-0.0194563892970968,-0.0106807707161424
2.6,-0.0147617079435532,-0.127195908943595,-9.88483722588343,-0.00924969662309998,-0.0202066434854591,-0.0107412238075945
2.62,-0.0109518669219798,-0.127669600712633,-9.87775832447506,-0.00955733984992806,-0.0204624521668628,-0.0112136926883986
2.64,-0.0204771575231915,-0.136989236263543,-9.87823006853906,-0.00940269756191761,-0.0212236632025132,-0.01157676699694
2.66,-0.0227915125250581,-0.144823686669799,-9.87238343631963,-0.00892991438743161,-0.0198477672504838,-0.0113413626982057
2.68,-0.00929648356846678,-0.137744047062498,-9.88484584109884,-0.00944009310447834,-0.0201618819904159,-0.0119453376998574
2.7,-0.0159530870131178,-0.14394733243452,-9.87645465797317,-0.00924973958087917,-0.0194254918210582,-0.0119236766950476
2.72,-0.0150883098673009,-0.138212633072053,-9.88799868099087,-0.00961167976453764,-0.0206014030745629,-0.011644635326423
2.74,-0.00615087361393551,-0.126949303264351,-9.8824981114185,-0.0089635164379976,-0.0196417133517204,-0.0111685064995239
2.76,-0.0250787336566187,-0.131656879820146,-9.87830505470216,-0.0103091563386856,-0.0210428208398647,-0.0106704370694821
2.78,-0.0230425002438819,-0.130984244549495,-9.88700103645803,-0.00953913019520072,-0.0197750269332402,-0.0114143756022567
2.8,-0.0170489734105155,-0.147441768560957,-9.89052447577357,-0.00877136381591993,-0.0203775076954237,-0.0113475679699952
2.82,-0.00141818517108615,-0.139295167600115,-9.87250493275814,-0.00965853828715925,-0.0203845758194056,-0.0106424735881424
2.84,0.00365774485823572,-0.126416472694259,-9.88127794678064,-0.0101053753966172,-0.0210723663009912,-0.011277193908212
2.86,-0.0159568289401,-0.127968344503354,-9.88465746221622,-0.0103387202994787,-0.0212967424460821,-0.0112396757633991
2.88,-0.0162745825402493,-0.140576529253912,-9.88072600291206,-0.00866493478943107,-0.0198757300003819,-0.0104428042951497
2.9,-0.00877187768468771,-0.125352057680423,-9.88659729895162,-0.00921616093072714,-0.0207155753035676,-0.0123212710037703
2.92,-0.0164462567965575,-0.147574780455038,-9.88803086877447,-0.0088710270196951,-0.0206159610275963,-0.0108131561406629
2.94,-0.0276116102622493,-0.12640045789829,-9.87689313587185,-0.00974834161344441,-0.0209309345511881,-0.0112492099098641
2.96,-0.0200612545931215,-0.12605478762453,-9.87817359440549,-0.00988681681480881,-0.0195287421376118,-0.011254620351188
2.98,-0.0252528905567948,-0.128592807077138,-9.88884251565783,-0.00824113540791848,-0.0205942802503184,-0.0106666251823205
3,-0.0181958954298289,-0.143804436511501,-9.88540901677533,-0.00904429010400891,-0.019979465977372,-0.0106316519886983
3.02,-0.011869089667283,-0.129300019442676,-9.88706545479748,-0.0103279341171382,-0.0199660044690206,-0.0115473961645892
3.04,-0.0168929706651071,-0.141824954492365,-9.88169023186385,-0.0103797092987317,-0.0202247175218876,-0.0107035869992749
3.06,-0.0267230422671782,-0.127946479878294,-9.88115339979119,-0.00998298975921005,-0.0208486567909291,-0.0114995633687721
3.08,-0.0155255745602126,-0.141935609160083,-9.89177717303286,-0.00901959144648644,-0.0210944074761159,-0.0114513875300636
3.1,-0.0152171324591962,-0.135007900302461,-9.87564056508435,-0.00869316700938922,-0.01991954225698,-0.0119125589173913
3.12,0.00616530833389509,-0.148919342182475,-9.88096735945055,-0.00835332622740189,-0.0193867576670004,-0.0108115715687495
3.14,-0.0141016644552807,-0.121845368596837,-9.88632029743248,-0.0104198247650872,-0.0204128501703314,-0.0109058230113975
3.16,-0.00084213598723183,-0.1301772101259,-9.87915807774141,-0.00953792026127906,-0.0200215932312045,-0.0110631737215033
3.18,-0.00764376468983112,-0.139272427121988,-9.87228933932244,-0.00833948889605177,-0.0206667811801841,-0.0114785021845877
3.2,-0.0144889589719734,-0.142045778976151,-9.87730799888497,-0.00981123998520238,-0.0202720713163193,-0.010587638111331
3.22,-0.00888054690359839,-0.143993229730482,-9.88217548646898,-0.00933577636147682,-0.0201749760431886,-0.0115380688630555
3.24,-0.0317954206580244,-0.126347413699039,-9.88309894835718,-0.00840016185252171,-0.0201696643226145,-0.0106196967464974
3.26,-0.0103888644750489,-0.137942045445694,-9.8864340123246,-0.00952921840524745,-0.0206564896406675,-0.0107169373486477
3.28,0.0070437893492633,-0.152147450436276,-9.88876423642891,-0.00899117599789021,-0.0208090722407239,-0.0112193618346437
3.3,-0.0196485579239823,-0.144825724455026,-9.88187201093058,-0.00933931293675025,-0.0208972156539701,-0.0111735825795048
3.32,-0.0196064818777864,-0.13495811690416,-9.88574170923262,-0.00758836478020246,-0.0193625075094159,-0.0105490387635076
3.34,-0.0278284780884344,-0.122238671558029,-9.89084434281444,-0.00936130274282985,-0.0196049989405267,-0.0112262187702142
3.36,-0.00222092259656383,-0.138370882391408,-9.87812849873024,-0.00994413130782444,-0.0208955516100111,-0.0118454949827125
3.38,0.00155868746289772,-0.141141038334541,-9.89243567560278,-0.00885346488978126,-0.0212578876920645,-0.0112884169354577
3.4,0.000572489228425742,-0.130871292763531,-9.87939744396108,-0.00949552907067258,-0.0208524575311648,-0.0120525233068884
3.42,-0.00107908367999517,-0.132560889262602,-9.88597992216923,-0.00879750191883381,-0.0199040009962966,-0.0110471561936981
3.44,-0.0284475126963149,-0.127760868042323,-9.89300381320472,-0.00967450971717927,-0.0195508213859891,-0.0124345346397416
3.46,-0.0133665217413361,-0.153102345898587,-9.89132722663346,-0.00784711783440784,-0.0189392734058514,-0.0113127409222659
3.48,0.00444017778714945,-0.141012892901316,-9.89479396762351,-0.00881834897740551,-0.0205711352462945,-0.0121080413328718
3.5,-0.0229533972795007,-0.137284082270438,-9.8962252883501,-0.00994791461459696,-0.0209350204462432,-0.0113310864375484
3.52,-0.0037046447377251,-0.134174828085501,-9.88732131059269,-0.00854536291350697,-0.0199673121881563,-0.0116584990244119
3.54,-0.0341102727809583,-0.131776721242371,-9.88127703641961,-0.0104748524946845,-0.0203617270909603,-0.010811446046239
3.56,-9.13045933191397E-05,-0.136250067528806,-9.87264954902214,-0.00899692219206422,-0.0195766765460584,-0.0117836161267738
3.58,0.00296349709799293,-0.133933674738756,-9.87825875116812,-0.00953133058435933,-0.0209214380237571,-0.0108168076992772
3.6,-0.00710301848679989,-0.147982157325578,-9.88850495327981,-0.00927630810666892,-0.0207537213947665,-0.0125888279283555
3.62,0.00805270770821861,-0.139524779170247,-9.87201271771577,-0.00862171379862304,-0.0215790651517457,-0.012110684843948
3.64,-0.011116513016861,-0.136299106409633,-9.87763500518433,-0.00902326215546737,-0.02010014903543,-0.0116186397208948
3.66,-0.00626953564367763,-0.135869069279336,-9.8793277912023,-0.0092810962743502,-0.0202530349042752,-0.0106918500744824
3.68,-0.0283144458542313,-0.113139723171651,-9.88909179837911,-0.0105292961798196,-0.0199538143146846,-0.0114049568236441
3.7,-0.00942858407964743,-0.139953805260026,-9.88520085612493,-0.010070602811759,-0.0214256962889108,-0.0112364155503316
3.72,-0.0263356796694895,-0.135988253817854,-9.88291638507642,-0.00915829687132812,-0.0218562441275226,-0.0104022358867699
3.74,-0.0037357170786896,-0.149737281428736,-9.87894257981053,-0.00964386118069981,-0.020922757407849,-0.0107540882696628
3.76,-0.00667316596869533,-0.143358239497603,-9.88205068766845,-0.0110735220343386,-0.0199044144897017,-0.0112778673996752
3.78,-0.00588530009733325,-0.121335291448534,-9.87517049749425,-0.00991898887766047,-0.0211126225118551,-0.0127245396302683
3.8,0.000952861921864867,-0.158636549806932,-9.88415299556815,-0.00910787136540338,-0.0196978162196209,-0.0108185373785163
3.82,-0.014404266357072,-0.13550458293973,-9.87941297442885,-0.00956881322950011,-0.020502066577326,-0.011984609732777
3.84,-0.0184962397751332,-0.143391376832759,-9.87505529727372,-0.0101992224926659,-0.0205711459544095,-0.0108715405709568
3.86,-0.0281319498953581,-0.128059925904194,-9.88202060063033,-0.00963495743784801,-0.0210493961347233,-0.0120204136090117
3.88,-0.0026691133591519,-0.131201279251347,-9.88879188272783,-0.00966246302114937,-0.0201682112111515,-0.0103832629148668
3.9,0.000491110893336411,-0.147148329200167,-9.88807114045628,-0.00862137289084369,-0.02079834806598,-0.0117397227729059
3.92,-0.018342454668238,-0.145231945619718,-9.86922003093519,-0.00908175981666899,-0.022315608966481,-0.0117966233108838
3.94,-0.00577955059320988,-0.137205510401735,-9.87147959918024,-0.0112340648927772,-0.0204172233230586,-0.0124621372666186
3.96,-0.028091142031024,-0.139356628096032,-9.88053011009079,-0.00969916566715626,-0.0206068735123573,-0.0111840806243395
3.98,-0.0144410867417108,-0.142167011858553,-9.88657338331045,-0.00925023853118862,-0.0196311354228337,-0.0121989167333298
4,0.00215224948823753,-0.136224168421525,-9.87808282522389,-0.00811702128503513,-0.020615441288848,-0.0113758447701516
4.02,-0.0180397866782652,-0.148437624794595,-9.88517584155254,-0.00934097675457431,-0.0206648678824513,-0.0115420529647041
4.04,-0.00700540127180485,-0.140933405926165,-9.87516586870235,-0.00977022481661109,-0.0186190022751222,-0.00999810868311457
4.06,-0.0218804520118341,-0.128209276944339,-9.88617138982437,-0.00978505467987829,-0.0198174759383025,-0.0109028638595746
4.08,-0.00739600457532353,-0.131178137044044,-9.88060078791858,-0.00934538984588791,-0.0201877905561365,-0.0116159123440001
4.1,-0.00878972307128726,-0.139141370650555,-9.88639414369646,-0.00921178451816014,-0.0201740173776491,-0.0111486376841232
4.12,-0.0196908513759848,-0.149871328299369,-9.88021992630695,-0.00945210940312201,-0.0205167487960065,-0.0106740912130505
4.14,-0.0190313528466352,-0.144746412685247,-9.87909919449858,-0.00915821838864217,-0.0197463688871481,-0.0116157924464938
4.16,-0.0220660002162439,-0.141626747743935,-9.88145963312907,-0.010231742368004,-0.0207657518698589,-0.0119094523171221
4.18,-0.00581837129407751,-0.141737098767906,-9.8817103762426,-0.00922161358705384,-0.0203833769969567,-0.0114212803800174
4.2,-0.0138413636520223,-0.132699350730047,-9.88806583206355,-0.0100757969544088,-0.0202775807789423,-0.0122121021723914
4.22,-0.0114864422255003,-0.139701890516064,-9.8848931591699,-0.00916177104121266,-0.0210725719176635,-0.0106530916437878
4.24,0.00917220586651184,-0.137699631654405,-9.87041787136763,-0.0100016069351219,-0.0212761039468914,-0.0115655662090796
4.26,-0.0128872106148583,-0.127335005637507,-9.87093128358035,-0.00920087473284424,-0.0201726916570371,-0.0118123762409236
4.28,-0.00802909796661445,-0.131970195993522,-9.87991295102622,-0.00924694814885492,-0.0211163151310804,-0.0100942168392788
4.3,-0.0164781254183003,-0.123434707309476,-9.88714521048111,-0.0100207458920947,-0.0206042789418112,-0.0110446572550326
4.32,-0.00973560061970782,-0.14692385809858,-9.87236121838315,-0.0100780575090025,-0.0200731359969524,-0.0110835229029355
4.34,-0.00468085101263437,-0.129860367657082,-9.8784188719513,-0.00915893424084426,-0.0197543914645163,-0.0115183017457885
4.36,-0.00859012855294149,-0.12988259331072,-9.88184581060133,-0.00926878205906306,-0.0206309031246856,-0.0114824676700709
4.38,-0.00628581397778757,-0.142226330067754,-9.88216158722867,-0.0103368115152911,-0.0195930662453824,-0.0105449701714751
4.4,-0.0171704844643433,-0.132187879634875,-9.87643575525882,-0.00955097456409818,-0.0201255559347744,-0.0112936207772361
4.42,-0.0166521061539685,-0.136852374574311,-9.87903727290902,-0.00954960808664015,-0.020363879110059,-0.0118806272254442
4.44,-0.0144119359601995,-0.130747072227436,-9.88052003179713,-0.0101392467693834,-0.0210734548178955,-0.0108730388205233
4.46,-0.0121015023794912,-0.137232871282668,-9.87908354259673,-0.0102091056871272,-0.0204047629875796,-0.0123836939622249
4.48,-0.0259932951497147,-0.128060793278637,-9.88339832635865,-0.0100574595970892,-0.0202532113372351,-0.0112156230618465
