Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z
0,-0.0622199841871344,-0.0883479139875005,-9.85930463221637,-0.00999772132625726,-0.0231004162125653,-0.011577196518905
0.02,-0.0437960889052737,-0.149889842241437,-9.85471525887748,-0.00293776770582893,-0.0170945835633801,-0.01185961868707
0.04,0.00348124537926232,-0.156611779205482,-9.91565260204863,-0.00783308949548252,-0.0189847337530684,-0.0114130192391487
0.06,0.020961728908254,-0.164675968121473,-9.88253757696138,-0.0139683989685622,-0.0248965282661754,-0.00986401391650512
0.08,-0.0146005630423399,-0.147029044782496,-9.85416635504856,-0.0113367139621729,-0.0198515556472122,-0.0116336111893012
0.1,-0.0388616734632739,-0.0806612452423131,-9.89836894847729,-0.00692917162345515,-0.0159863287376033,-0.0107713042723912
0.12,0.00784467843200806,-0.101495129645251,-9.88482092497854,-0.0100892312600584,-0.0229094523250331,-0.0105904014002382
0.14,0.0245332509651332,-0.170417587474911,-9.86047376943385,-0.00667406491091073,-0.0205641012755246,-0.0113305305267931
0.16,-0.0068403799505254,-0.164850820183899,-9.89439277672087,-0.00984072902154474,-0.0194188304840342,-0.0118404151589067
0.18,-0.0128665992079576,-0.119201515700407,-9.8759362150909,-0.0154258303372427,-0.0229061759799232,-0.0114145156357194
0.2,-0.0423749458142684,-0.117420268150463,-9.85694867992059,-0.0087861036559124,-0.0206276199745911,-0.0104733709164694
0.22,-0.0352132898418235,-0.136175193874251,-9.88407268735804,-0.00508817812962646,-0.0170893971259278,-0.0111362747395936
0.24,-0.00821246154636355,-0.141420367693887,-9.88561904968693,-0.0099990394960193,-0.0210782111325415,-0.0108035953334911
0.26,0.00553070054764592,-0.148268854181809,-9.86034041518841,-0.0133017614869637,-0.019848435666879,-0.012106932177921
0.28,-0.0265048461545737,-0.134176756851433,-9.85699692261238,-0.00806662748618407,-0.0201640671963697,-0.0106035135495105
0.3,-0.00726630496387532,-0.114950873219233,-9.90085387601347,-0.0092564538134814,-0.0207482068585476,-0.0108459763266727
0.32,-0.0185267183800316,-0.119217944742769,-9.85867223165212,-0.00924681837303056,-0.0194730250293136,-0.010629577859498
0.34,-0.0069456666254036,-0.155593227017532,-9.86443289525308,-0.00741370833781693,-0.0216474194418981,-0.0128089370735614
0.36,-0.00614777267511188,-0.151806411481713,-9.88043360931372,-0.0074869729585977,-0.0202876007258084,-0.0100771711037898
0.38,-0.0167544648613152,-0.11558162894392,-9.87193821388299,-0.0129334181193218,-0.0208076735639905,-0.0116484111148395
0.4,-0.0453120938532086,-0.129918058276468,-9.86093549683638,-0.00706940296531131,-0.0178786065882474,-0.0112821055136103
0.42,-0.00319354904175806,-0.151322861401285,-9.88379048748238,-0.00525771352186537,-0.0208332527738686,-0.0107386742310017
0.44,0.0244115876475924,-0.159328359140925,-9.88742873363203,-0.0108603581228563,-0.0215235680707946,-0.0128485324378309
0.46,-0.00382712347297643,-0.141899050247417,-9.86007222696222,-0.0124006249595106,-0.0202217187991838,-0.0114505835522181
0.48,-0.0131890280148848,-0.11107651696669,-9.86110476729261,-0.00840385148231579,-0.019993516102932,-0.011963410999735
0.5,-0.0262903618527776,-0.12182495749568,-9.87275567603766,-0.00921085364909757,-0.020662141636162,-0.0127220649140479
0.52,-0.0158639258734797,-0.150277499609651,-9.87521179895097,-0.00968352938098928,-0.0193206598967637,-0.0113297768603295
0.54,-0.0253972853037727,-0.135444430588577,-9.86697805709526,-0.00804145479733201,-0.0205690918001728,-0.0114908166664851
0.56,-0.00320263003045777,-0.14678832776792,-9.89330982687104,-0.0102855085260946,-0.0211700132756292,-0.0115153412714007
0.58,-0.00635884645994885,-0.122567378776949,-9.8678796566853,-0.011398281696521,-0.0195060958151148,-0.0109197059024374
0.6,-0.0140269424449216,-0.127502224308046,-9.87018858964359,-0.00769066080565773,-0.0199434576016929,-0.0111068797207047
0.62,-0.00866494219859733,-0.160136039292111,-9.8808479421279,-0.00734691497705439,-0.0207386889440172,-0.0109910118119682
0.64,-0.00804903459365891,-0.141812740975306,-9.88742838119592,-0.0114555604427549,-0.020937386328871,-0.0110462303146669
0.66,-0.0252902627252944,-0.132672486977742,-9.86667198053665,-0.0118551578913954,-0.0201796869772874,-0.0108458988319308
0.68,-0.0261942001231422,-0.125869816350601,-9.87635757952219,-0.00836171215382587,-0.0223162875807531,-0.0108944109280894
0.7,-0.0114247851619178,-0.133979819094636,-9.87682746815017,-0.00788161873926902,-0.0196951134972631,-0.0110551763136697
0.72,-0.016580150419925,-0.127719299018063,-9.87845213440251,-0.0109089022912152,-0.019921319728043,-0.0110549591087387
0.74,-0.00475344525139992,-0.1414450013144,-9.87326305573154,-0.00850570243471866,-0.0210774884964072,-0.0105457254640972
0.76,-0.021874965208123,-0.142322285797776,-9.87379962092887,-0.00987808465074084,-0.021633165093212,-0.0120837868233491
0.78,-0.00838520377577005,-0.132023478132407,-9.87962483056075,-0.0109488766488395,-0.0197339582377221,-0.0112847568923721
0.8,-0.0160408994641379,-0.126693990515894,-9.86651110620647,-0.00933438749932764,-0.021160469258147,-0.0108295682160991
0.82,-0.0150969824792369,-0.156253327531228,-9.87579124536661,-0.00674999687016399,-0.0203773484470676,-0.0110487984342389
0.84,0.00693290081328736,-0.162651951135157,-9.8848623054946,-0.0108948946172026,-0.0212268445183506,-0.0115924498175983
0.86,-0.0246675824750218,-0.137648118464492,-9.8758468807364,-0.00977650454534058,-0.0210912322295193,-0.0113733261316609
0.88,-0.0190053562506484,-0.125105776331004,-9.87880471934112,-0.00847235864264183,-0.0201164129675772,-0.0109579937916958
0.9,-0.0202675822548114,-0.144445368465984,-9.88652667178903,-0.00930470311980841,-0.0203833326457008,-0.0107321797646449
0.92,-0.0140594523084179,-0.136603111385406,-9.88133325409405,-0.0100721514792432,-0.0193389756133032,-0.0114912497330757
0.94,0.000767464216269755,-0.148699873170119,-9.87413903818937,-0.00880081339945729,-0.0204685058272436,-0.0118744603634487
0.96,-0.0140122998314104,-0.14606548647502,-9.87990200964248,-0.00950767253833024,-0.0206336146010632,-0.0114983307824145
0.98,-0.013839368758463,-0.125973252354985,-9.87362933585808,-0.01062025130981,-0.0210887188535855,-0.0110656916020439
1,-0.0134956867350433,-0.12184656967303,-9.87621834977658,-0.00945572276672204,-0.0205412454891972,-0.0122211091493641
1.02,-0.00283466658342612,-0.133522998924344,-9.88039371548543,-0.00760720741643908,-0.0209924419261866,-0.0123583376437467
1.04,-0.0147486827486465,-0.151328109805622,-9.87982871455531,-0.00955358817572555,-0.0201630677517143,-0.011994720338994
1.06,-0.0166298460628171,-0.153155043574611,-9.87772299979638,-0.0110600918267409,-0.0199433144423539,-0.0112137649387055
1.08,-0.0135279759697616,-0.132768250516057,-9.87113267421722,-0.00916189294438809,-0.0202133516348898,-0.0110935153800994
1.1,-0.0242806906729925,-0.131683172442224,-9.88461759545232,-0.00909233428867944,-0.0217483344126963,-0.0117648836681104
1.12,0.00325237770354555,-0.137109389922525,-9.87162555161343,-0.00991753012102137,-0.020716500191492,-0.0119865103307644
1.14,-0.00273421781775072,-0.129989194676427,-9.86612338509666,-0.00937114149371749,-0.0207328266141498,-0.011726358687071
1.16,-0.0142718298282309,-0.134002781783057,-9.8813775702556,-0.0099813222938848,-0.0202680776521436,-0.0108424005841231
1.18,-0.013811893738554,-0.135431806893936,-9.87203497409727,-0.0103695448323936,-0.0200830696897687,-0.0120756571070104
1.2,-0.0227541653349924,-0.131489818857564,-9.87765123846056,-0.010541086802274,-0.0199993464121188,-0.0113424715463719
1.22,-0.015360162514064,-0.151682862952854,-9.86741080671412,-0.00842123726117822,-0.0201140287553591,-0.0112340512368222
1.24,-0.0074960210607981,-0.129252851905133,-9.87220167300258,-0.00952552983542612,-0.0201962373826946,-0.0106576343294336
1.26,-0.0116814758398447,-0.137368003381381,-9.87137796298722,-0.0110411458870092,-0.0197269609286065,-0.0117760951248234
1.28,-0.0108007545668129,-0.139724162538654,-9.86667805422731,-0.00835999738546861,-0.0199657209885438,-0.0114165825452283
1.3,-0.0199168614995461,-0.135245115927407,-9.88406316620581,-0.00847703938194666,-0.0209854907226138,-0.0109689214528457
1.32,-0.0066454607820044,-0.150696484260129,-9.88376346980538,-0.00960033688537738,-0.0204013339212749,-0.0118441041034266
1.34,-0.0246459045771633,-0.135796309885777,-9.87388505945292,-0.0103115768883261,-0.0212795517015469,-0.0117093714491646
1.36,-0.00869900626575588,-0.144133403524606,-9.88351817667701,-0.00752271101094359,-0.0214885325471977,-0.0108776621440874
1.38,-0.00564795094719519,-0.132458705577193,-9.88490565297463,-0.010541360991425,-0.0188922892688546,-0.0107282646961102
1.4,-0.0279617881320746,-0.136504470637198,-9.8757705298913,-0.00877446394477238,-0.0209347813277727,-0.0112764192911298
1.42,-0.013673039245634,-0.146875777151557,-9.87893745447198,-0.00858993290595212,-0.0207372453007873,-0.0103408249190989
1.44,-0.010548662817294,-0.130431455624239,-9.87753011899418,-0.00873030309235803,-0.0189173539810678,-0.0115263422017744
1.46,0.000239106803168497,-0.113888683140385,-9.8708460191054,-0.0100695159160915,-0.0209580865641431,-0.0115790714577121
1.48,-0.010775648682987,-0.139658854350986,-9.87517761741835,-0.00906927199428985,-0.0219325067093843,-0.0111733715518278
1.5,-0.00891557127518222,-0.156245547468829,-9.88611003184019,-0.00752453915975466,-0.0203881157358149,-0.0115213495272896
1.52,-0.0147315604900852,-0.142657138395328,-9.88330497433202,-0.00975938679032272,-0.0212230657327016,-0.0117399342145738
1.54,-0.0273153899334935,-0.125118891116025,-9.86693864274453,-0.00844864803602647,-0.0197387441446035,-0.0109780831244294
1.56,-0.0149279603817322,-0.148448562556801,-9.89167254675769,-0.00752491746150198,-0.0206730654315343,-0.0118229999595245
1.58,-0.00282586459517122,-0.138015304811948,-9.88977005536989,-0.0105438258459451,-0.0214612277717494,-0.0118037621458273
1.6,-0.00728969550119745,-0.126756548523856,-9.86766168007513,-0.00906837796779456,-0.0210085121312091,-0.0114729282758617
1.62,-0.0175735735002269,-0.135540370306003,-9.88457911966695,-0.00780749715436865,-0.0195765682524625,-0.0103573176431306
1.64,-0.00837445649895108,-0.144731835319188,-9.88413317074518,-0.0102801178412172,-0.0201160605086055,-0.010019333838655
1.66,-0.0116767884041797,-0.139046315773678,-9.87824463168852,-0.00871023751259365,-0.0202350363626355,-0.0101033386195957
1.68,-0.0193954030533475,-0.13636777671441,-9.86835606982253,-0.0100302757941002,-0.0204661199929598,-0.0114093259047239
